SimpleName,num,bleu score,description,MethodName,all score
setRolloverIcon,1,1,Sets the rollover icon for the button.,;javax.swing.AbstractButton.setRolloverIcon(Icon),;1
setRolloverSelectedIcon,1,1,Sets the rollover selected icon for the button.,;javax.swing.AbstractButton.setRolloverSelectedIcon(Icon),;1
setRoot,1,1,"Sets the root to root. A null root implies the tree is to display nothing, and is legal.",;javax.swing.tree.DefaultTreeModel.setRoot(TreeNode),;1
setRootFrame,1,1,Sets the frame to use for class methods in which a frame is not provided. Note: It is recommended that rather than using this method you supply a valid parent.,;javax.swing.JOptionPane.setRootFrame(Frame),;1
setRowCount,1,1,"Sets the number of rows in the model. If the new size is greater than the current size, new rows are added to the end of the model If the new size is less than the current size, all rows at index rowCount and greater are discarded.",;javax.swing.table.DefaultTableModel.setRowCount(int),;1
setRowFilter,1,1,"Sets the filter that determines which rows, if any, should be hidden from the view. The filter is applied before sorting. A value of null indicates all values from the model should be included. RowFilter's include method is passed an Entry that wraps the underlying model. The number of columns in the Entry corresponds to the number of columns in the ModelWrapper. The identifier comes from the ModelWrapper as well. This method triggers a sort.",";javax.swing.DefaultRowSorter.setRowFilter(RowFilter&lt;?,?)",;1
setRowHeader,1,1,"Removes the old rowHeader, if it exists; if the new rowHeader isn't null, syncs the y coordinate of its viewPosition with the viewport (if there is one) and then adds it to the scroll pane. Most applications will find it more convenient to use setRowHeaderView to add a row header component and its viewport to the scroll pane.",;javax.swing.JScrollPane.setRowHeader(JViewport),;1
setRowHeaderView,1,1,"Creates a row-header viewport if necessary, sets its view and then adds the row-header viewport to the scrollpane. For example: JScrollPane scrollpane = new JScrollPane(); scrollpane.setViewportView(myBigComponentToScroll); scrollpane.setRowHeaderView(myBigComponentsRowHeader);",;javax.swing.JScrollPane.setRowHeaderView(Component),;1
setRowMargin,1,1,Sets the amount of empty space between cells in adjacent rows.,;javax.swing.JTable.setRowMargin(int),;1
setRowSelectionAllowed,1,1,Sets whether the rows in this model can be selected.,;javax.swing.JTable.setRowSelectionAllowed(boolean),;1
setRowSelectionInterval,1,1,"Selects the rows from index0 to index1, inclusive.",";javax.swing.JTable.setRowSelectionInterval(int,int)",;1
setRowSorter,1,1,"Sets the RowSorter. RowSorter is used to provide sorting and filtering to a JTable. This method clears the selection and resets any variable row heights. This method fires a PropertyChangeEvent when appropriate, with the property name ""rowSorter"". For backward-compatibility, this method fires an additional event with the property name ""sorter"". If the underlying model of the RowSorter differs from that of this JTable undefined behavior will result.",;javax.swing.JTable.setRowSorter(RowSorter&lt;?),;1
setSchemaLocation,1,1,Convenience method for setting the schemaLocation.,;javax.xml.bind.helpers.AbstractMarshallerImpl.setSchemaLocation(String),;1
setSchemaName,1,1,"Sets the designated column's table's schema name, if any, to schemaName. If schemaName is null, the schema name is set to an empty string ("""").",";javax.sql.rowset.RowSetMetaDataImpl.setSchemaName(int,String)",;1
setScript,1,1,"Sets the script. If script is null or the empty string, the script in this Builder is removed. Otherwise, the script must be well-formed or an exception is thrown. The typical script value is a four-letter script code as defined by ISO 15924.",;java.util.Locale.Builder.setScript(String),;1
setScrollMode,1,1,Used to control the method of scrolling the viewport contents. You may want to change this mode to get maximum performance for your use case.,;javax.swing.JViewport.setScrollMode(int),;1
setScrollOffset,1,1,"Sets the scroll offset, in pixels.",;javax.swing.JTextField.setScrollOffset(int),;1
setScrollsOnExpand,1,1,"Sets the scrollsOnExpand property, which determines whether the tree might scroll to show previously hidden children. If this property is true (the default), when a node expands the tree can use scrolling to make the maximum possible number of the node's descendants visible. In some look and feels, trees might not need to scroll when expanded; those look and feels will ignore this property. This is a bound property.",;javax.swing.JTree.setScrollsOnExpand(boolean),;1
setSearchable,1,1,Sets whether a value stored in the designated column can be used in a WHERE clause to the given boolean value.,";javax.sql.rowset.RowSetMetaDataImpl.setSearchable(int,boolean)",;1
setSearchScope,1,1,"Sets the search scope to one of: OBJECT_SCOPE, ONELEVEL_SCOPE, SUBTREE_SCOPE.",;javax.naming.directory.SearchControls.setSearchScope(int),;1
setSecond,1,1,Set seconds.Unset this field by invoking the setter with a parameter value of DatatypeConstants.FIELD_UNDEFINED.,;javax.xml.datatype.XMLGregorianCalendar.setSecond(int),;1
setSecure,1,1,"Indicates whether the cookie should only be sent using a secure protocol, such as HTTPS or SSL. The default value is false.",;java.net.HttpCookie.setSecure(boolean),;1
setSecurityManager,1,1,"Sets the System security. If there is a security manager already installed, this method first calls the security manager's checkPermission method with a RuntimePermission(""setSecurityManager"") permission to ensure it's ok to replace the existing security manager. This may result in throwing a SecurityException. Otherwise, the argument is established as the current security manager. If the argument is null and no security manager has been established, then no action is taken and the method simply returns.",;java.lang.System.setSecurityManager(SecurityManager),;1
setSelectedCheckbox,1,1,"Sets the currently selected check box in this group to be the specified check box. This method sets the state of that check box to ""on"" and sets all other check boxes in the group to be off. If the check box argument is null, all check boxes in this check box group are deselected. If the check box argument belongs to a different check box group, this method does nothing.",;java.awt.CheckboxGroup.setSelectedCheckbox(Checkbox),;1
setSelectedColor,1,1,"Sets the selected color to color. Note that setting the color to null is undefined and may have unpredictable results. This method fires a state changed event if it sets the current color to a new non-null color; if the new color is the same as the current color, no event is fired.",;javax.swing.colorchooser.DefaultColorSelectionModel.setSelectedColor(Color),;1
setSelectedComponent,1,1,Sets the selected component for this tabbedpane. This will automatically set the selectedIndex to the index corresponding to the specified component.,;javax.swing.JTabbedPane.setSelectedComponent(Component),;1
setSelectedFile,1,1,"Sets the selected file. If the file's parent directory is not the current directory, changes the current directory to be the file's parent directory.",;javax.swing.JFileChooser.setSelectedFile(File),;1
setSelectedFiles,1,1,Sets the list of selected files if the file chooser is set to allow multiple selection.,;javax.swing.JFileChooser.setSelectedFiles(File[]),;1
setSelectedFrame,1,1,Sets the currently active JInternalFrame in this JDesktopPane. This method is used to bridge the package gap between JDesktopPane and the platform implementation code and should not be called directly. To visually select the frame the client must call JInternalFrame.setSelected(true) to activate the frame.,;javax.swing.JDesktopPane.setSelectedFrame(JInternalFrame),;1
setSelectedIcon,1,1,Sets the selected icon for the button.,;javax.swing.AbstractButton.setSelectedIcon(Icon),;1
setSelectedIndexes,1,1,Set the selected choices.,;javax.security.auth.callback.ChoiceCallback.setSelectedIndexes(int[]),;1
setSelectedIndices,1,1,Changes the selection to be the set of indices specified by the given array. Indices greater than or equal to the model size are ignored. This is a convenience method that clears the selection and then uses addSelectionInterval on the selection model to add the indices. Refer to the documentation of the selection model class being used for details on how values less than 0 are handled.,;javax.swing.JList.setSelectedIndices(int[]),;1
setSelectedPath,1,1,Changes the selection in the menu hierarchy. The elements in the array are sorted in order from the root menu element to the currently selected menu element. Note that this method is public but is used by the look and feel engine and should not be called by client applications.,;javax.swing.MenuSelectionManager.setSelectedPath(MenuElement[]),;1
setSelectedTextColor,1,1,Sets the current color used to render the selected text. Setting the color to null is the same as Color.black. Setting the color results in a PropertyChange event ("selectedTextColor") being fired.,;javax.swing.text.JTextComponent.setSelectedTextColor(Color),;1
setSelectedValue,1,1,Selects the specified object from the list.,";javax.swing.JList.setSelectedValue(Object,boolean)",;1
setSelection,1,1,Sets the selected state.,;javax.swing.text.html.Option.setSelection(boolean),;1
setSelectionColor,1,1,Sets the current color used to render the selection. Setting the color to null is the same as setting Color.white. Setting the color results in a PropertyChange event ("selectionColor").,;javax.swing.text.JTextComponent.setSelectionColor(Color),;1
setSelectionRow,1,1,Selects the node at the specified row in the display.,;javax.swing.JTree.setSelectionRow(int),;1
setSelectionRows,1,1,"Selects the nodes corresponding to each of the specified rows in the display. If a particular element of rows is &lt; 0 or &gt;= getRowCount, it will be ignored. If none of the elements in rows are valid rows, the selection will be cleared. That is it will be as if clearSelection was invoked.",;javax.swing.JTree.setSelectionRows(int[]),;1
setSelectionValues,1,1,"Sets the input selection values for a pane that provides the user with a list of items to choose from. (The UI provides a widget for choosing one of the values.) A null value implies the user can input whatever they wish, usually by means of a JTextField. Sets wantsInput to true. Use setInitialSelectionValue to specify the initially-chosen value. After the pane as been enabled, inputValue is set to the value the user has selected.",;javax.swing.JOptionPane.setSelectionValues(Object[]),;1
setSelectionVisible,1,1,Changes the selection visibility.,;javax.swing.text.DefaultCaret.setSelectionVisible(boolean),;1
setSendPastNotifications,1,1,Sets the flag indicating whether the timer sends past notifications or not. The default value of the past notifications sending on/off flag is false.,;javax.management.timer.Timer.setSendPastNotifications(boolean),;1
setSeparatorSize,1,1,Sets the size of the separator.,;javax.swing.JToolBar.Separator.setSeparatorSize(Dimension),;1
setSerialNumber,1,1,"Sets the serialNumber criterion. The specified serial number must match the certificate serial number in the X509Certificate. If null, any certificate serial number will do.",;java.security.cert.X509CertSelector.setSerialNumber(BigInteger),;1
setServerNames,1,1,Sets the desired SNIServerNames of the Server Name Indication (SNI) parameter. This method is only useful to SSLSockets or SSLEngines operating in client mode. Note that the serverNames list is cloned to protect against subsequent modification.,;javax.net.ssl.SSLParameters.setServerNames(List&lt;SNIServerName&gt;),;1
setSeverity,1,1,Set the severity field of this event.,;javax.xml.bind.helpers.ValidationEventImpl.setSeverity(int),;1
setSharedInstance,1,1,Sets the PopupFactory that will be used to obtain Popups. This will throw an IllegalArgumentException if factory is null.,;javax.swing.PopupFactory.setSharedInstance(PopupFactory),;1
setShortcut,1,1,"Set the MenuShortcut object associated with this menu item. If a menu shortcut is already associated with this menu item, it is replaced.",;java.awt.MenuItem.setShortcut(MenuShortcut),;1
setShortDescription,1,1,You can associate a short descriptive string with a feature. Normally these descriptive strings should be less than about 40 characters.,;java.beans.FeatureDescriptor.setShortDescription(String),;1
setShortMonths,1,1,"Sets short month strings. For example: ""Jan"", ""Feb"", etc.",;java.text.DateFormatSymbols.setShortMonths(String[]),;1
setShortWeekdays,1,1,"Sets short weekday strings. For example: ""Sun"", ""Mon"", etc.",;java.text.DateFormatSymbols.setShortWeekdays(String[]),;1
setShowDeleted,1,1,"Sets the property showDeleted to the given boolean value, which determines whether rows marked for deletion appear in the set of current rows.",;javax.sql.rowset.BaseRowSet.setShowDeleted(boolean),;1
setShowDropLocation,1,1,"Sets whether or not the drop location should be visually indicated for the transfer - which must represent a drop. This is applicable to those components that automatically show the drop location when appropriate during a drag and drop operation). By default, the drop location is shown only when the TransferHandler has said it can accept the import represented by this TransferSupport. With this method you can force the drop location to always be shown, or always not be shown. This method is only for use with drag and drop transfers. Calling it when isDrop() is false results in an IllegalStateException.",;javax.swing.TransferHandler.TransferSupport.setShowDropLocation(boolean),;1
setShowGrid,1,1,Sets whether the table draws grid lines around cells. If showGrid is true it does; if it is false it doesn't. There is no getShowGrid method as this state is held in two variables -- showHorizontalLines and showVerticalLines -- each of which can be queried independently.,;javax.swing.JTable.setShowGrid(boolean),;1
setShowHorizontalLines,1,1,Sets whether the table draws horizontal lines between cells. If showHorizontalLines is true it does; if it is false it doesn't.,;javax.swing.JTable.setShowHorizontalLines(boolean),;1
setShowVerticalLines,1,1,Sets whether the table draws vertical lines between cells. If showVerticalLines is true it does; if it is false it doesn't.,;javax.swing.JTable.setShowVerticalLines(boolean),;1
setSides,1,1,"Specifies how consecutive pages should be imposed upon the sides of the print medium for jobs using these attributes. SidesType.ONE_SIDED imposes each consecutive page upon the same side of consecutive media sheets. This imposition is sometimes called simplex. SidesType.TWO_SIDED_LONG_EDGE imposes each consecutive pair of pages upon front and back sides of consecutive media sheets, such that the orientation of each pair of pages on the medium would be correct for the reader as if for binding on the long edge. This imposition is sometimes called duplex. SidesType.TWO_SIDED_SHORT_EDGE imposes each consecutive pair of pages upon front and back sides of consecutive media sheets, such that the orientation of each pair of pages on the medium would be correct for the reader as if for binding on the short edge. This imposition is sometimes called tumble. Not specifying this attribute is equivalent to specifying SidesType.ONE_SIDED.",;java.awt.JobAttributes.setSides(JobAttributes.SidesType),;1
setSidesToDefault,1,1,Sets how consecutive pages should be imposed upon the sides of the print medium for jobs using these attributes to the default. The default imposition is SidesType.ONE_SIDED.,;java.awt.JobAttributes.setSidesToDefault(),;1
setSigned,1,1,Sets whether a value stored in the designated column is a signed number to the given boolean.,";javax.sql.rowset.RowSetMetaDataImpl.setSigned(int,boolean)",;1
setSigners,1,1,Sets the signers of a class. This should be invoked after defining a class.,";java.lang.ClassLoader.setSigners(Class&lt;?&gt;,Object[])",;1
setSigProvider,1,1,"Sets the signature provider's name. The specified provider will be preferred when creating Signature objects. If null or not set, the first provider found supporting the algorithm will be used.",;java.security.cert.PKIXParameters.setSigProvider(String),;1
setSizes,1,1,"Resets this SizeSequence object, using the data in the sizes argument. This method reinitializes this object so that it contains as many entries as the sizes array. Each entry's size is initialized to the value of the corresponding item in sizes.",;javax.swing.SizeSequence.setSizes(int[]),;1
setSnapToTicks,1,1,"Specifying true makes the knob (and the data value it represents) resolve to the closest tick mark next to where the user positioned the knob. By default, this property is false.",;javax.swing.JSlider.setSnapToTicks(boolean),;1
setSNIMatchers,1,1,Sets the SNIMatchers of the Server Name Indication (SNI) parameter. This method is only useful to SSLSockets or SSLEngines operating in server mode. Note that the matchers collection is cloned to protect against subsequent modification.,;javax.net.ssl.SSLParameters.setSNIMatchers(Collection&lt;SNIMatcher&gt;),;1
setSocketAddress,1,1,Sets the SocketAddress (usually IP address + port number) of the remote host to which this datagram is being sent.,;java.net.DatagramPacket.setSocketAddress(SocketAddress),;1
setSocketImplFactory,1,1,"Sets the client socket implementation factory for the application. The factory can be specified only once. When an application creates a new client socket, the socket implementation factory's createSocketImpl method is called to create the actual socket implementation. Passing null to the method is a no-op unless the factory was already set. If there is a security manager, this method first calls the security manager's checkSetFactory method to ensure the operation is allowed. This could result in a SecurityException.",;java.net.Socket.setSocketImplFactory(SocketImplFactory),;1
setSoLinger,1,1,Enable/disable SO_LINGER with the specified linger time in seconds. The maximum timeout value is platform specific. The setting only affects socket close.,";java.net.Socket.setSoLinger(boolean,int)",;1
setSortable,1,1,Sets whether or not the specified column is sortable. The specified value is only checked when toggleSortOrder is invoked. It is still possible to sort on a column that has been marked as unsortable by directly setting the sort keys. The default is true.,";javax.swing.DefaultRowSorter.setSortable(int,boolean)",;1
setSortsOnUpdates,1,1,"If true, specifies that a sort should happen when the underlying model is updated (rowsUpdated is invoked). For example, if this is true and the user edits an entry the location of that item in the view may change. The default is false.",;javax.swing.DefaultRowSorter.setSortsOnUpdates(boolean),;1
setSourceActions,1,1,This method sets the permitted source drag action(s) for this Drag and Drop operation.,;java.awt.dnd.DragGestureRecognizer.setSourceActions(int),;1
setSourceBands,1,1,"Sets the indices of the source bands to be used. Duplicate indices are not allowed. A null value indicates that all source bands will be used. At the time of reading, an IllegalArgumentException will be thrown by the reader or writer if a value larger than the largest available source band index has been specified or if the number of source bands and destination bands to be used differ. The ImageReader.checkReadParamBandSettings method may be used to automate this test. Semantically, a copy is made of the array; changes to the array contents subsequent to this call have no effect on this IIOParam.",;javax.imageio.IIOParam.setSourceBands(int[]),;1
setSourceClassName,1,1,Set the name of the class that (allegedly) issued the logging request.,;java.util.logging.LogRecord.setSourceClassName(String),;1
setSourceMethodName,1,1,Set the name of the method that (allegedly) issued the logging request.,;java.util.logging.LogRecord.setSourceMethodName(String),;1
setSourceProgressivePasses,1,1,"Sets the range of progressive passes that will be decoded. Passes outside of this range will be ignored. A progressive pass is a re-encoding of the entire image, generally at progressively higher effective resolutions, but requiring greater transmission bandwidth. The most common use of progressive encoding is found in the JPEG format, where successive passes include more detailed representations of the high-frequency image content. The actual number of passes to be decoded is determined during decoding, based on the number of actual passes available in the stream. Thus if minPass + numPasses - 1 is larger than the index of the last available passes, decoding will end with that pass. A value of numPasses of Integer.MAX_VALUE indicates that all passes from minPass forward should be read. Otherwise, the index of the last pass (i.e., minPass + numPasses - 1) must not exceed Integer.MAX_VALUE. There is no unsetSourceProgressivePasses method; the same effect may be obtained by calling setSourceProgressivePasses(0, Integer.MAX_VALUE).",";javax.imageio.ImageReadParam.setSourceProgressivePasses(int,int)",;1
setSourceRegion,1,1,"Sets the source region of interest. The region of interest is described as a rectangle, with the upper-left corner of the source image as pixel (0, 0) and increasing values down and to the right. The actual number of pixels used will depend on the subsampling factors set by setSourceSubsampling. If subsampling has been set such that this number is zero, an IllegalStateException will be thrown. The source region of interest specified by this method will be clipped as needed to fit within the source bounds, as well as the destination offsets, width, and height at the time of actual I/O. A value of null for sourceRegion will remove any region specification, causing the entire image to be used.",;javax.imageio.IIOParam.setSourceRegion(Rectangle),;1
setSourceRenderSize,1,1,"If the image is able to be rendered at an arbitrary size, sets the source width and height to the supplied values. Note that the values returned from the getWidth and getHeight methods on ImageReader are not affected by this method; they will continue to return the default size for the image. Similarly, if the image is also tiled the tile width and height are given in terms of the default size. Typically, the width and height should be chosen such that the ratio of width to height closely approximates the aspect ratio of the image, as returned from ImageReader.getAspectRatio. If this plug-in does not allow the rendering size to be set, an UnsupportedOperationException will be thrown. To remove the render size setting, pass in a value of null for size.",;javax.imageio.ImageReadParam.setSourceRenderSize(Dimension),;1
setSources,1,1,Sets the entire Vector of sources to a given Vector.,;java.awt.image.renderable.ParameterBlock.setSources(Vector&lt;Object&gt;),;1
setSourceSubsampling,1,1,"Specifies a decimation subsampling to apply on I/O. The sourceXSubsampling and sourceYSubsampling parameters specify the subsampling period (i.e., the number of rows and columns to advance after every source pixel). Specifically, a period of 1 will use every row or column; a period of 2 will use every other row or column. The subsamplingXOffset and subsamplingYOffset parameters specify an offset from the region (or image) origin for the first subsampled pixel. Adjusting the origin of the subsample grid is useful for avoiding seams when subsampling a very large source image into destination regions that will be assembled into a complete subsampled image. Most users will want to simply leave these parameters at 0. The number of pixels and scanlines to be used are calculated as follows. The number of subsampled pixels in a scanline is given by truncate[(width - subsamplingXOffset + sourceXSubsampling - 1) / sourceXSubsampling]. If the region is such that this width is zero, an IllegalStateException is thrown. The number of scanlines to be used can be computed similarly. The ability to set the subsampling grid to start somewhere other than the source region origin is useful if the region is being used to create subsampled tiles of a large image, where the tile width and height are not multiples of the subsampling periods. If the subsampling grid does not remain consistent from tile to tile, there will be artifacts at the tile boundaries. By adjusting the subsampling grid offset for each tile to compensate, these artifacts can be avoided. The tradeoff is that in order to avoid these artifacts, the tiles are not all the same size. The grid offset to use in this case is given by: grid offset = [period - (region offset modulo period)] modulo period) If either sourceXSubsampling or sourceYSubsampling is 0 or negative, an IllegalArgumentException will be thrown. If either subsamplingXOffset or subsamplingYOffset is negative or greater than or equal to the corresponding period, an IllegalArgumentException will be thrown. There is no unsetSourceSubsampling method; simply call setSourceSubsampling(1, 1, 0, 0) to restore default values.",";javax.imageio.IIOParam.setSourceSubsampling(int,int,int,int)",;1
setSpaceAbove,1,1,Sets space above.,";javax.swing.text.StyleConstants.setSpaceAbove(MutableAttributeSet,float)",;1
setSpaceBelow,1,1,Sets space below.,";javax.swing.text.StyleConstants.setSpaceBelow(MutableAttributeSet,float)",;1
setSpecified,1,1,"Assign a value to the ""specified"" flag of a specific attribute. This is the only way this flag can be cleared, except clearing by initialization with the copy constructor.",";org.xml.sax.ext.Attributes2Impl.setSpecified(int,boolean)",;1
setSSLSocketFactory,1,1,Sets the SSLSocketFactory to be used when this instance creates sockets for secure https URL connections. New instances of this class inherit the default static SSLSocketFactory set by setDefaultSSLSocketFactory. Calls to this method replace this object's SSLSocketFactory.,;javax.net.ssl.HttpsURLConnection.setSSLSocketFactory(SSLSocketFactory),;1
setStackTrace,1,1,"Sets the stack trace elements that will be returned by getStackTrace() and printed by printStackTrace() and related methods. This method, which is designed for use by RPC frameworks and other advanced systems, allows the client to override the default stack trace that is either generated by fillInStackTrace() when a throwable is constructed or deserialized when a throwable is read from a serialization stream. If the stack trace of this Throwable is not writable, calling this method has no effect other than validating its argument.",;java.lang.Throwable.setStackTrace(StackTraceElement[]),;1
setStart,1,1,"Changes the lower limit for Dates in this sequence. If start is null, then there is no lower limit. No bounds checking is done here: the new start value may invalidate the (start &lt;= value &lt;= end) invariant enforced by the constructors. This is to simplify updating the model. Naturally one should ensure that the invariant is true before calling the nextValue, previousValue, or setValue methods. Typically this property is a Date however it's possible to use a Comparable with a compareTo method for Dates. For example start might be an instance of a class like this: MyStartDate implements Comparable { long t = 12345; public int compareTo(Date d) { return (t &lt; d.getTime() ? -1 : (t == d.getTime() ? 0 : 1)); } public int compareTo(Object o) { return compareTo((Date)o); } } Note that the above example will throw a ClassCastException if the Object passed to compareTo(Object) is not a Date. This method fires a ChangeEvent if the start has changed.",;javax.swing.SpinnerDateModel.setStart(Comparable),;1
setStartYear,1,1,Sets the daylight saving time starting year.,;java.util.SimpleTimeZone.setStartYear(int),;1
setStatus,1,1,Sets the HTTP status code for the response. This method must be called prior to calling getResponseBody().,;javax.xml.ws.spi.http.HttpExchange.setStatus(int),;1
setStepSize,1,1,Changes the size of the value change computed by the getNextValue and getPreviousValue methods. An IllegalArgumentException is thrown if stepSize is null. This method fires a ChangeEvent if the stepSize has changed.,;javax.swing.SpinnerNumberModel.setStepSize(Number),;1
setStrategy,1,1,"Sets the compression strategy to the specified value. If the compression strategy is changed, the next invocation of deflate will compress the input available so far with the old strategy (and may be flushed); the new strategy will take effect only after that invocation.",;java.util.zip.Deflater.setStrategy(int),;1
setStrength,1,1,Sets this Collator's strength property. The strength property determines the minimum level of difference considered significant during comparison. See the Collator class description for an example of use.,;java.text.Collator.setStrength(int),;1
setStringConverter,1,1,"Sets the object responsible for converting values from the model to strings. If non-null this is used to convert any object values, that do not have a registered Comparator, to strings.",;javax.swing.table.TableRowSorter.setStringConverter(TableStringConverter),;1
setStringPainted,1,1,"Sets the value of the stringPainted property, which determines whether the progress bar should render a progress string. The default is false, meaning no string is painted. Some look and feels might not support progress strings or might support them only when the progress bar is in determinate mode.",;javax.swing.JProgressBar.setStringPainted(boolean),;1
setStringToCompare,1,1,Sets the string to compare with the observed attribute common to all observed MBeans.,;javax.management.monitor.StringMonitor.setStringToCompare(String),;1
setStroke,1,1,Sets the Stroke for the Graphics2D context.,;java.awt.Graphics2D.setStroke(Stroke),;1
setStub,1,1,"Sets this applet's stub. This is done automatically by the system. If there is a security manager, its checkPermission method is called with the AWTPermission(""setAppletStub"") permission if a stub has already been set.",;java.applet.Applet.setStub(AppletStub),;1
setStyledDocument,1,1,"Associates the editor with a text document. The currently registered factory is used to build a view for the document, which gets displayed by the editor.",;javax.swing.JTextPane.setStyledDocument(StyledDocument),;1
setStyleFactory,1,1,Sets the SynthStyleFactory that the UI classes provided by synth will use to obtain a SynthStyle.,;javax.swing.plaf.synth.SynthLookAndFeel.setStyleFactory(SynthStyleFactory),;1
setStyleSheet,1,1,"Set the set of styles to be used to render the various HTML elements. These styles are specified in terms of CSS specifications. Each document produced by the kit will have a copy of the sheet which it can add the document specific styles to. By default, the StyleSheet specified is shared by all HTMLEditorKit instances. This should be reimplemented to provide a finer granularity if desired.",;javax.swing.text.html.HTMLEditorKit.setStyleSheet(StyleSheet),;1
setSubjectAlternativeNames,1,1,"Sets the subjectAlternativeNames criterion. The X509Certificate must contain all or at least one of the specified subjectAlternativeNames, depending on the value of the matchAllNames flag (see setMatchAllSubjectAltNames). This method allows the caller to specify, with a single method call, the complete set of subject alternative names for the subjectAlternativeNames criterion. The specified value replaces the previous value for the subjectAlternativeNames criterion. The names parameter (if not null) is a Collection with one entry for each name to be included in the subject alternative name criterion. Each entry is a List whose first entry is an Integer (the name type, 0-8) and whose second entry is a String or a byte array (the name, in string or ASN.1 DER encoded form, respectively). There can be multiple names of the same type. If null is supplied as the value for this argument, no subjectAlternativeNames check will be performed. Each subject alternative name in the Collection may be specified either as a String or as an ASN.1 encoded byte array. For more details about the formats used, see addSubjectAlternativeName(int type, String name) and addSubjectAlternativeName(int type, byte [] name). Note: for distinguished names, specify the byte array form instead of the String form. See the note in addSubjectAlternativeName(int, String) for more information. Note that the names parameter can contain duplicate names (same name and name type), but they may be removed from the Collection of names returned by the getSubjectAlternativeNames method. Note that a deep copy is performed on the Collection to protect against subsequent modifications.",;java.security.cert.X509CertSelector.setSubjectAlternativeNames(Collection&lt;List&lt;?&gt;&gt;),;1
setSubjectKeyIdentifier,1,1,"Sets the subjectKeyIdentifier criterion. The X509Certificate must contain a SubjectKeyIdentifier extension for which the contents of the extension matches the specified criterion value. If the criterion value is null, no subjectKeyIdentifier check will be done. If subjectKeyID is not null, it should contain a single DER encoded value corresponding to the contents of the extension value (not including the object identifier, criticality setting, and encapsulating OCTET STRING) for a SubjectKeyIdentifier extension. The ASN.1 notation for this structure follows. SubjectKeyIdentifier ::= KeyIdentifier KeyIdentifier ::= OCTET STRING Since the format of subject key identifiers is not mandated by any standard, subject key identifiers are not parsed by the X509CertSelector. Instead, the values are compared using a byte-by-byte comparison. Note that the byte array supplied here is cloned to protect against subsequent modifications.",;java.security.cert.X509CertSelector.setSubjectKeyIdentifier(byte[]),;1
setSubjectPublicKeyAlgID,1,1,"Sets the subjectPublicKeyAlgID criterion. The X509Certificate must contain a subject public key with the specified algorithm. If null, no subjectPublicKeyAlgID check will be done.",;java.security.cert.X509CertSelector.setSubjectPublicKeyAlgID(String),;1
setSubType,1,1,Set the subtype for this object to the given String.,;javax.activation.MimeType.setSubType(String),;1
setSupplementaryStates,1,1,This method sets the state for the supplementary information flags and the minor status in MessageProp. It is not used by the application but by the GSS implementation to return this information to the caller of a per-message context method.,";org.ietf.jgss.MessageProp.setSupplementaryStates(boolean,boolean,boolean,boolean,int,String)",;1
setSurrendersFocusOnKeystroke,1,1,"Sets whether editors in this JTable get the keyboard focus when an editor is activated as a result of the JTable forwarding keyboard events for a cell. By default, this property is false, and the JTable retains the focus unless the cell is clicked.",;javax.swing.JTable.setSurrendersFocusOnKeystroke(boolean),;1
setSystem,1,1,"Set the activation system for the VM. The activation system can only be set it if no group is currently active. If the activation system is not set via this call, then the getSystem method attempts to obtain a reference to the ActivationSystem by looking up the name ""java.rmi.activation.ActivationSystem"" in the Activator's registry. By default, the port number used to look up the activation system is defined by ActivationSystem.SYSTEM_PORT. This port can be overridden by setting the property java.rmi.activation.port. If there is a security manager, this method first calls the security manager's checkSetFactory method. This could result in a SecurityException.",;java.rmi.activation.ActivationGroup.setSystem(ActivationSystem),;1
setSystemScope,1,1,Deprecated.,;java.security.IdentityScope.setSystemScope(IdentityScope),;1
setTabComponentAt,1,1,Sets the component that is responsible for rendering the title for the specified tab. A null value means JTabbedPane will render the title and/or icon for the specified tab. A non-null value means the component will render the title and JTabbedPane will not render the title and/or icon. Note: The component must not be one that the developer has already added to the tabbed pane.,";javax.swing.JTabbedPane.setTabComponentAt(int,Component)",;1
setTable,1,1,Sets the table associated with this header.,;javax.swing.table.JTableHeader.setTable(JTable),;1
setTableHeader,1,1,Sets the tableHeader working with this JTable to newHeader. It is legal to have a null tableHeader.,;javax.swing.JTable.setTableHeader(JTableHeader),;1
setTableName,1,1,Sets the name of the table from which the designated column was derived to the given table name.,";javax.sql.rowset.RowSetMetaDataImpl.setTableName(int,String)",;1
setTabSet,1,1,Sets the TabSet.,";javax.swing.text.StyleConstants.setTabSet(MutableAttributeSet,TabSet)",;1
setTabSize,1,1,Sets the number of characters to expand tabs to. This will be multiplied by the maximum advance for variable width fonts. A PropertyChange event ("tabSize") is fired when the tab size changes.,;javax.swing.JTextArea.setTabSize(int),;1
setTargetActions,1,1,This method sets the current actions acceptable to this DropTarget.,;java.awt.dnd.DropTargetContext.setTargetActions(int),;1
setTargetCertConstraints,1,1,"Sets the required constraints on the target certificate. The constraints are specified as an instance of CertSelector. If null, no constraints are defined. Note that the CertSelector specified is cloned to protect against subsequent modifications.",;java.security.cert.PKIXParameters.setTargetCertConstraints(CertSelector),;1
setTcpNoDelay,1,1,Enable/disable TCP_NODELAY (disable/enable Nagle's algorithm).,;java.net.Socket.setTcpNoDelay(boolean),;1
