package,class,class_description
javax.management.remote.rmi,javax.management.remote.rmi.RMIServerImpl,An RMI object representing a connector server.
javax.management.remote.rmi,javax.management.remote.rmi.RMIServerImpl_Stub,
javax.management.timer,javax.management.timer.Timer,Provides the implementation of the timer MBean.
javax.management.timer,javax.management.timer.TimerNotification,This class provides definitions of the notifications sent by timer MBeans.
javax.naming,javax.naming.BinaryRefAddr,This class represents the binary form of the address of a communications end-point.
javax.naming,javax.naming.Binding,This class represents a name-to-object binding found in a context.
javax.naming,javax.naming.CompositeName,This class represents a composite name -- a sequence of component names spanning multiple namespaces.
javax.naming,javax.naming.CompoundName,This class represents a compound name -- a name from a hierarchical name space.
javax.naming,javax.naming.InitialContext,This class is the starting context for performing naming operations.
javax.naming,javax.naming.LinkRef,"This class represents a Reference whose contents is a name, called the link name, that is bound to an atomic name in a context."
javax.naming,javax.naming.NameClassPair,This class represents the object name and class name pair of a binding found in a context.
javax.naming,javax.naming.RefAddr,This class represents the address of a communications end-point.
javax.naming,javax.naming.Reference,This class represents a reference to an object that is found outside of the naming/directory system.
javax.naming,javax.naming.StringRefAddr,This class represents the string form of the address of a communications end-point.
javax.naming.directory,javax.naming.directory.BasicAttribute,This class provides a basic implementation of the Attribute interface.
javax.naming.directory,javax.naming.directory.BasicAttributes,This class provides a basic implementation of the Attributes interface.
javax.naming.directory,javax.naming.directory.InitialDirContext,This class is the starting context for performing directory operations.
javax.naming.directory,javax.naming.directory.ModificationItem,This class represents a modification item.
javax.naming.directory,javax.naming.directory.SearchControls,This class encapsulates factors that determine scope of search and what gets returned as a result of the search.
javax.naming.directory,javax.naming.directory.SearchResult,This class represents an item in the NamingEnumeration returned as a result of the DirContext.search() methods.
javax.naming.event,javax.naming.event.NamingEvent,This class represents an event fired by a naming/directory service.
javax.naming.event,javax.naming.event.NamingExceptionEvent,This class represents an event fired when the procedures/processes used to collect information for notifying listeners of NamingEvents threw a NamingException.
javax.naming.ldap,javax.naming.ldap.BasicControl,This class provides a basic implementation of the Control interface.
javax.naming.ldap,javax.naming.ldap.ControlFactory,This abstract class represents a factory for creating LDAPv3 controls.
javax.naming.ldap,javax.naming.ldap.InitialLdapContext,This class is the starting context for performing LDAPv3-style extended operations and controls.
javax.naming.ldap,javax.naming.ldap.LdapName,This class represents a distinguished name as specified by RFC 2253.
javax.naming.ldap,javax.naming.ldap.ManageReferralControl,Requests that referral and other special LDAP objects be manipulated as normal LDAP objects.
javax.naming.ldap,javax.naming.ldap.PagedResultsControl,Requests that the results of a search operation be returned by the LDAP server in batches of a specified size.
javax.naming.ldap,javax.naming.ldap.PagedResultsResponseControl,Indicates the end of a batch of search results.
javax.naming.ldap,javax.naming.ldap.Rdn,"This class represents a relative distinguished name, or RDN, which is a component of a distinguished name as specified by RFC 2253."
javax.naming.ldap,javax.naming.ldap.SortControl,Requests that the results of a search operation be sorted by the LDAP server before being returned.
javax.naming.ldap,javax.naming.ldap.SortKey,A sort key and its associated sort parameters.
javax.naming.ldap,javax.naming.ldap.SortResponseControl,Indicates whether the requested sort of search results was successful or not.
javax.naming.ldap,javax.naming.ldap.StartTlsRequest,This class implements the LDAPv3 Extended Request for StartTLS as defined in Lightweight Directory Access Protocol (v3): Extension for Transport Layer Security The object identifier for StartTLS is 1.3.6.1.4.1.1466.20037 and no extended request value is defined.
javax.naming.ldap,javax.naming.ldap.StartTlsResponse,This class implements the LDAPv3 Extended Response for StartTLS as defined in Lightweight Directory Access Protocol (v3): Extension for Transport Layer Security The object identifier for StartTLS is 1.3.6.1.4.1.1466.20037 and no extended response value is defined.
javax.naming.ldap,javax.naming.ldap.UnsolicitedNotificationEvent,This class represents an event fired in response to an unsolicited notification sent by the LDAP server.
javax.naming.spi,javax.naming.spi.DirectoryManager,This class contains methods for supporting DirContext implementations.
javax.naming.spi,javax.naming.spi.DirStateFactory.Result,An object/attributes pair for returning the result of DirStateFactory.getStateToBind().
javax.naming.spi,javax.naming.spi.NamingManager,This class contains methods for creating context objects and objects referred to by location information in the naming or directory service.
javax.naming.spi,javax.naming.spi.ResolveResult,This class represents the result of resolution of a name.
javax.net,javax.net.ServerSocketFactory,This class creates server sockets.
javax.net,javax.net.SocketFactory,This class creates sockets.
javax.net.ssl,javax.net.ssl.CertPathTrustManagerParameters,A wrapper for CertPathParameters.
javax.net.ssl,javax.net.ssl.ExtendedSSLSession,Extends the SSLSession interface to support additional session attributes.
javax.net.ssl,javax.net.ssl.HandshakeCompletedEvent,This event indicates that an SSL handshake completed on a given SSL connection.
javax.net.ssl,javax.net.ssl.HttpsURLConnection,HttpsURLConnection extends HttpURLConnection with support for https-specific features.
javax.net.ssl,javax.net.ssl.KeyManagerFactory,This class acts as a factory for key managers based on a source of key material.
javax.net.ssl,javax.net.ssl.KeyManagerFactorySpi,This class defines the Service Provider Interface (SPI) for the KeyManagerFactory class.
javax.net.ssl,javax.net.ssl.KeyStoreBuilderParameters,A parameters object for X509KeyManagers that encapsulates a List of KeyStore.Builders.
javax.net.ssl,javax.net.ssl.SNIHostName,Instances of this class represent a server name of type host_name in a Server Name Indication (SNI) extension.
javax.net.ssl,javax.net.ssl.SNIMatcher,Instances of this class represent a matcher that performs match operations on an SNIServerName instance.
javax.net.ssl,javax.net.ssl.SNIServerName,Instances of this class represent a server name in a Server Name Indication (SNI) extension.
javax.net.ssl,javax.net.ssl.SSLContext,Instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or SSLEngines.
javax.net.ssl,javax.net.ssl.SSLContextSpi,This class defines the Service Provider Interface (SPI) for the SSLContext class.
javax.net.ssl,javax.net.ssl.SSLEngine,"A class which enables secure communications using protocols such as the Secure Sockets Layer (SSL) or IETF RFC 2246 ""Transport Layer Security"" (TLS) protocols, but is transport independent."
javax.net.ssl,javax.net.ssl.SSLEngineResult,An encapsulation of the result state produced by SSLEngine I/O calls.
javax.net.ssl,javax.net.ssl.SSLParameters,Encapsulates parameters for an SSL/TLS connection.
javax.net.ssl,javax.net.ssl.SSLPermission,This class is for various network permissions.
javax.net.ssl,javax.net.ssl.SSLServerSocket,This class extends ServerSockets and provides secure server sockets using protocols such as the Secure Sockets Layer (SSL) or Transport Layer Security (TLS) protocols.
javax.net.ssl,javax.net.ssl.SSLServerSocketFactory,SSLServerSocketFactorys create SSLServerSockets.
javax.net.ssl,javax.net.ssl.SSLSessionBindingEvent,This event is propagated to a SSLSessionBindingListener.
javax.net.ssl,javax.net.ssl.SSLSocket,"This class extends Sockets and provides secure socket using protocols such as the ""Secure Sockets Layer"" (SSL) or IETF ""Transport Layer Security"" (TLS) protocols."
javax.net.ssl,javax.net.ssl.SSLSocketFactory,SSLSocketFactorys create SSLSockets.
javax.net.ssl,javax.net.ssl.StandardConstants,Standard constants definitions
javax.net.ssl,javax.net.ssl.TrustManagerFactory,This class acts as a factory for trust managers based on a source of trust material.
javax.net.ssl,javax.net.ssl.TrustManagerFactorySpi,This class defines the Service Provider Interface (SPI) for the TrustManagerFactory class.
javax.net.ssl,javax.net.ssl.X509ExtendedKeyManager,Abstract class that provides for extension of the X509KeyManager interface.
javax.net.ssl,javax.net.ssl.X509ExtendedTrustManager,Extensions to the X509TrustManager interface to support SSL/TLS connection sensitive trust management.
javax.print,javax.print.DocFlavor,Class DocFlavor encapsulates an object that specifies the format in which print data is supplied to a DocPrintJob.
javax.print,javax.print.DocFlavor.BYTE_ARRAY,Class DocFlavor.BYTE_ARRAY provides predefined static constant DocFlavor objects for example doc flavors using a byte array (byte[]) as the print data representation class.
javax.print,javax.print.DocFlavor.CHAR_ARRAY,Class DocFlavor.CHAR_ARRAY provides predefined static constant DocFlavor objects for example doc flavors using a character array (char[]) as the print data representation class.
javax.print,javax.print.DocFlavor.INPUT_STREAM,Class DocFlavor.INPUT_STREAM provides predefined static constant DocFlavor objects for example doc flavors using a byte stream (java.io.InputStream) as the print data representation class.
javax.print,javax.print.DocFlavor.READER,Class DocFlavor.READER provides predefined static constant DocFlavor objects for example doc flavors using a character stream (java.io.Reader) as the print data representation class.
javax.print,javax.print.DocFlavor.SERVICE_FORMATTED,Class DocFlavor.SERVICE_FORMATTED provides predefined static constant DocFlavor objects for example doc flavors for service formatted print data.
javax.print,javax.print.DocFlavor.STRING,Class DocFlavor.STRING provides predefined static constant DocFlavor objects for example doc flavors using a string (java.lang.String) as the print data representation class.
javax.print,javax.print.DocFlavor.URL,Class DocFlavor.URL provides predefined static constant DocFlavor objects.
javax.print,javax.print.PrintServiceLookup,Implementations of this class provide lookup services for print services (typically equivalent to printers) of a particular type.
javax.print,javax.print.ServiceUI,This class is a collection of UI convenience methods which provide a graphical user dialog for browsing print services looked up through the Java Print Service API.
javax.print,javax.print.ServiceUIFactory,Services may optionally provide UIs which allow different styles of interaction in different roles.
javax.print,javax.print.SimpleDoc,This class is an implementation of interface Doc that can be used in many common printing requests.
javax.print,javax.print.StreamPrintService,This class extends PrintService and represents a print service that prints data in different formats to a client-provided output stream.
javax.print,javax.print.StreamPrintServiceFactory,"A StreamPrintServiceFactory is the factory for StreamPrintService instances, which can print to an output stream in a particular document format described as a mime type."
javax.print.attribute,javax.print.attribute.AttributeSetUtilities,Class AttributeSetUtilities provides static methods for manipulating AttributeSets.
javax.print.attribute,javax.print.attribute.DateTimeSyntax,Class DateTimeSyntax is an abstract base class providing the common implementation of all attributes whose value is a date and time.
javax.print.attribute,javax.print.attribute.EnumSyntax,"Class EnumSyntax is an abstract base class providing the common implementation of all ""type safe enumeration"" objects."
javax.print.attribute,javax.print.attribute.HashAttributeSet,Class HashAttributeSet provides an AttributeSet implementation with characteristics of a hash map.
javax.print.attribute,javax.print.attribute.HashDocAttributeSet,Class HashDocAttributeSet provides an attribute set which inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface DocAttributeSet.
javax.print.attribute,javax.print.attribute.HashPrintJobAttributeSet,Class HashPrintJobAttributeSet provides an attribute set which inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface PrintJobAttributeSet.
javax.print.attribute,javax.print.attribute.HashPrintRequestAttributeSet,Class HashPrintRequestAttributeSet inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface PrintRequestAttributeSet.
javax.print.attribute,javax.print.attribute.HashPrintServiceAttributeSet,Class HashPrintServiceAttributeSet provides an attribute set which inherits its implementation from class HashAttributeSet and enforces the semantic restrictions of interface PrintServiceAttributeSet.
javax.print.attribute,javax.print.attribute.IntegerSyntax,Class IntegerSyntax is an abstract base class providing the common implementation of all attributes with integer values.
javax.print.attribute,javax.print.attribute.ResolutionSyntax,Class ResolutionSyntax is an abstract base class providing the common implementation of all attributes denoting a printer resolution.
javax.print.attribute,javax.print.attribute.SetOfIntegerSyntax,Class SetOfIntegerSyntax is an abstract base class providing the common implementation of all attributes whose value is a set of nonnegative integers.
javax.print.attribute,javax.print.attribute.Size2DSyntax,Class Size2DSyntax is an abstract base class providing the common implementation of all attributes denoting a size in two dimensions.
javax.print.attribute,javax.print.attribute.TextSyntax,Class TextSyntax is an abstract base class providing the common implementation of all attributes whose value is a string.
javax.print.attribute,javax.print.attribute.URISyntax,Class URISyntax is an abstract base class providing the common implementation of all attributes whose value is a Uniform Resource Identifier (URI).
javax.print.attribute.standard,javax.print.attribute.standard.Chromaticity,"Class Chromaticity is a printing attribute class, an enumeration, that specifies monochrome or color printing."
javax.print.attribute.standard,javax.print.attribute.standard.ColorSupported,"Class ColorSupported is a printing attribute class, an enumeration, that identifies whether the device is capable of any type of color printing at all, including highlight color as well as full process color."
javax.print.attribute.standard,javax.print.attribute.standard.Compression,"Class Compression is a printing attribute class, an enumeration, that specifies how print data is compressed."
javax.print.attribute.standard,javax.print.attribute.standard.Copies,Class Copies is an integer valued printing attribute class that specifies the number of copies to be printed.
javax.print.attribute.standard,javax.print.attribute.standard.CopiesSupported,"Class CopiesSupported is a printing attribute class, a set of integers, that gives the supported values for a Copies attribute."
javax.print.attribute.standard,javax.print.attribute.standard.DateTimeAtCompleted,"Class DateTimeAtCompleted is a printing attribute class, a date-time attribute, that indicates the date and time at which the Print Job completed (or was canceled or aborted)."
javax.print.attribute.standard,javax.print.attribute.standard.DateTimeAtCreation,"Class DateTimeAtCreation is a printing attribute class, a date-time attribute, that indicates the date and time at which the Print Job was created."
javax.print.attribute.standard,javax.print.attribute.standard.DateTimeAtProcessing,"Class DateTimeAtProcessing is a printing attribute class, a date-time attribute, that indicates the date and time at which the Print Job first began processing."
javax.print.attribute.standard,javax.print.attribute.standard.Destination,"Class Destination is a printing attribute class, a URI, that is used to indicate an alternate destination for the spooled printer formatted data."
javax.print.attribute.standard,javax.print.attribute.standard.DialogTypeSelection,"Class DialogTypeSelection is a printing attribute class, an enumeration, that indicates the user dialog type to be used for specifying printing options."
javax.print.attribute.standard,javax.print.attribute.standard.DocumentName,"Class DocumentName is a printing attribute class, a text attribute, that specifies the name of a document."
javax.print.attribute.standard,javax.print.attribute.standard.Fidelity,"Class Fidelity is a printing attribute class, an enumeration, that indicates whether total fidelity to client supplied print request attributes is required."
javax.print.attribute.standard,javax.print.attribute.standard.Finishings,"Class Finishings is a printing attribute class, an enumeration, that identifies whether the printer applies a finishing operation of some kind of binding to each copy of each printed document in the job."
javax.print.attribute.standard,javax.print.attribute.standard.JobHoldUntil,"Class JobHoldUntil is a printing attribute class, a date-time attribute, that specifies the exact date and time at which the job must become a candidate for printing."
javax.print.attribute.standard,javax.print.attribute.standard.JobImpressions,Class JobImpressions is an integer valued printing attribute class that specifies the total size in number of impressions of the document(s) being submitted.
javax.print.attribute.standard,javax.print.attribute.standard.JobImpressionsCompleted,Class JobImpressionsCompleted is an integer valued printing attribute class that specifies the number of impressions completed for the job so far.
javax.print.attribute.standard,javax.print.attribute.standard.JobImpressionsSupported,"Class JobImpressionsSupported is a printing attribute class, a set of integers, that gives the supported values for a JobImpressions attribute."
javax.print.attribute.standard,javax.print.attribute.standard.JobKOctets,"Class JobKOctets is an integer valued printing attribute class that specifies the total size of the document(s) in K octets, i.e., in units of 1024 octets requested to be processed in the job."
javax.print.attribute.standard,javax.print.attribute.standard.JobKOctetsProcessed,"Class JobKOctetsProcessed is an integer valued printing attribute class that specifies the total number of print data octets processed so far in K octets, i.e., in units of 1024 octets."
javax.print.attribute.standard,javax.print.attribute.standard.JobKOctetsSupported,"Class JobKOctetsSupported is a printing attribute class, a set of integers, that gives the supported values for a JobKOctets attribute."
javax.print.attribute.standard,javax.print.attribute.standard.JobMediaSheets,Class JobMediaSheets is an integer valued printing attribute class that specifies the total number of media sheets to be produced for this job.
javax.print.attribute.standard,javax.print.attribute.standard.JobMediaSheetsCompleted,"Class JobMediaSheetsCompleted is an integer valued printing attribute class that specifies the number of media sheets which have completed marking and stacking for the entire job so far, whether those sheets have been processed on one side or on both."
javax.print.attribute.standard,javax.print.attribute.standard.JobMediaSheetsSupported,"Class JobMediaSheetsSupported is a printing attribute class, a set of integers, that gives the supported values for a JobMediaSheets attribute."
javax.print.attribute.standard,javax.print.attribute.standard.JobMessageFromOperator,"Class JobMessageFromOperator is a printing attribute class, a text attribute, that provides a message from an operator, system administrator, or ""intelligent"" process to indicate to the end user the reasons for modification or other management action taken on a job."
javax.print.attribute.standard,javax.print.attribute.standard.JobName,"Class JobName is a printing attribute class, a text attribute, that specifies the name of a print job."
javax.print.attribute.standard,javax.print.attribute.standard.JobOriginatingUserName,"Class JobOriginatingUserName is a printing attribute class, a text attribute, that contains the name of the end user that submitted the print job."
javax.print.attribute.standard,javax.print.attribute.standard.JobPriority,Class JobPriority is an integer valued printing attribute class that specifies a print job's priority.
javax.print.attribute.standard,javax.print.attribute.standard.JobPrioritySupported,Class JobPrioritySupported is an integer valued printing attribute class that specifies whether a Print Service instance supports the JobPriority attribute and the number of different job priority levels supported.
javax.print.attribute.standard,javax.print.attribute.standard.JobSheets,"Class JobSheets is a printing attribute class, an enumeration, that determines which job start and end sheets, if any, must be printed with a job."
javax.print.attribute.standard,javax.print.attribute.standard.JobState,"JobState is a printing attribute class, an enumeration, that identifies the current state of a print job."
javax.print.attribute.standard,javax.print.attribute.standard.JobStateReason,"Class JobStateReason is a printing attribute class, an enumeration, that provides additional information about the job's current state, i.e., information that augments the value of the job's JobState attribute."
javax.print.attribute.standard,javax.print.attribute.standard.JobStateReasons,"Class JobStateReasons is a printing attribute class, a set of enumeration values, that provides additional information about the job's current state, i.e., information that augments the value of the job's JobState attribute."
javax.print.attribute.standard,javax.print.attribute.standard.Media,Class Media is a printing attribute class that specifies the medium on which to print.
javax.print.attribute.standard,javax.print.attribute.standard.MediaName,"Class MediaName is a subclass of Media, a printing attribute class (an enumeration) that specifies the media for a print job as a name."
javax.print.attribute.standard,javax.print.attribute.standard.MediaPrintableArea,Class MediaPrintableArea is a printing attribute used to distinguish the printable and non-printable areas of media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaSize,"Class MediaSize is a two-dimensional size valued printing attribute class that indicates the dimensions of the medium in a portrait orientation, with the X dimension running along the bottom edge and the Y dimension running along the left edge."
javax.print.attribute.standard,javax.print.attribute.standard.MediaSize.Engineering,Class MediaSize.Engineering includes MediaSize values for engineering media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaSize.ISO,Class MediaSize.ISO includes MediaSize values for ISO media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaSize.JIS,Class MediaSize.JIS includes MediaSize values for JIS (Japanese) media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaSize.NA,Class MediaSize.NA includes MediaSize values for North American media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaSize.Other,Class MediaSize.Other includes MediaSize values for miscellaneous media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaSizeName,Class MediaSizeName is a subclass of Media.
javax.print.attribute.standard,javax.print.attribute.standard.MediaTray,Class MediaTray is a subclass of Media.
javax.print.attribute.standard,javax.print.attribute.standard.MultipleDocumentHandling,"Class MultipleDocumentHandling is a printing attribute class, an enumeration, that controls finishing operations and the placement of one or more print-stream pages into impressions and onto media sheets."
javax.print.attribute.standard,javax.print.attribute.standard.NumberOfDocuments,"Class NumberOfDocuments is an integer valued printing attribute that indicates the number of individual docs the printer has accepted for this job, regardless of whether the docs' print data has reached the printer or not."
javax.print.attribute.standard,javax.print.attribute.standard.NumberOfInterveningJobs,"Class NumberOfInterveningJobs is an integer valued printing attribute that indicates the number of jobs that are ahead of this job in the relative chronological order of expected time to complete (i.e., the current scheduled order)."
javax.print.attribute.standard,javax.print.attribute.standard.NumberUp,Class NumberUp is an integer valued printing attribute class that specifies the number of print-stream pages to impose upon a single side of an instance of a selected medium.
javax.print.attribute.standard,javax.print.attribute.standard.NumberUpSupported,"Class NumberUpSupported is a printing attribute class, a set of integers, that gives the supported values for a NumberUp attribute."
javax.print.attribute.standard,javax.print.attribute.standard.OrientationRequested,"Class OrientationRequested is a printing attribute class, an enumeration, that indicates the desired orientation for printed print-stream pages; it does not describe the orientation of the client-supplied print-stream pages."
javax.print.attribute.standard,javax.print.attribute.standard.OutputDeviceAssigned,"Class OutputDeviceAssigned is a printing attribute class, a text attribute, that identifies the output device to which the service has assigned this job."
javax.print.attribute.standard,javax.print.attribute.standard.PageRanges,"Class PageRanges is a printing attribute class, a set of integers, that identifies the range(s) of print-stream pages that the Printer object uses for each copy of each document which are to be printed."
javax.print.attribute.standard,javax.print.attribute.standard.PagesPerMinute,"Class PagesPerMinute is an integer valued printing attribute that indicates the nominal number of pages per minute to the nearest whole number which may be generated by this printer (e.g., simplex, black-and-white)."
javax.print.attribute.standard,javax.print.attribute.standard.PagesPerMinuteColor,"Class PagesPerMinuteColor is an integer valued printing attribute that indicates the nominal number of pages per minute to the nearest whole number which may be generated by this printer when printing color (e.g., simplex, color)."
javax.print.attribute.standard,javax.print.attribute.standard.PDLOverrideSupported,"Class PDLOverrideSupported is a printing attribute class, an enumeration, that expresses the printer's ability to attempt to override processing instructions embedded in documents' print data with processing instructions specified as attributes outside the print data."
javax.print.attribute.standard,javax.print.attribute.standard.PresentationDirection,"Class PresentationDirection is a printing attribute class, an enumeration, that is used in conjunction with the NumberUp attribute to indicate the layout of multiple print-stream pages to impose upon a single side of an instance of a selected medium."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterInfo,"Class PrinterInfo is a printing attribute class, a text attribute, that provides descriptive information about a printer."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterIsAcceptingJobs,"Class PrinterIsAcceptingJobs is a printing attribute class, an enumeration, that indicates whether the printer is currently able to accept jobs."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterLocation,"Class PrinterLocation is a printing attribute class, a text attribute, that identifies the location of the device."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterMakeAndModel,"Class PrinterMakeAndModel is a printing attribute class, a text attribute, that the make and model of the printer."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterMessageFromOperator,"Class PrinterMessageFromOperator is a printing attribute class, a text attribute, that provides a message from an operator, system administrator, or ""intelligent"" process to indicate to the end user information about or status of the printer, such as why it is unavailable or when it is expected to be available."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterMoreInfo,"Class PrinterMoreInfo is a printing attribute class, a URI, that is used to obtain more information about this specific printer."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterMoreInfoManufacturer,"Class PrinterMoreInfoManufacturer is a printing attribute class, a URI, that is used to obtain more information about this type of device."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterName,"Class PrinterName is a printing attribute class, a text attribute, that specifies the name of a printer."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterResolution,Class PrinterResolution is a printing attribute class that specifies an exact resolution supported by a printer or to be used for a print job.
javax.print.attribute.standard,javax.print.attribute.standard.PrinterState,"Class PrinterState is a printing attribute class, an enumeration, that identifies the current state of a printer."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterStateReason,"Class PrinterStateReason is a printing attribute class, an enumeration, that provides additional information about the printer's current state, i.e., information that augments the value of the printer's PrinterState attribute."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterStateReasons,"Class PrinterStateReasons is a printing attribute class, a set of enumeration values, that provides additional information about the printer's current state, i.e., information that augments the value of the printer's PrinterState attribute."
javax.print.attribute.standard,javax.print.attribute.standard.PrinterURI,"Class PrinterURI is a printing attribute class, a URI, that specifies the globally unique name of a printer."
javax.print.attribute.standard,javax.print.attribute.standard.PrintQuality,"Class PrintQuality is a printing attribute class, an enumeration, that specifies the print quality that the printer uses for the job."
javax.print.attribute.standard,javax.print.attribute.standard.QueuedJobCount,"Class QueuedJobCount is an integer valued printing attribute that indicates the number of jobs in the printer whose JobState is either PENDING, PENDING_HELD, PROCESSING, or PROCESSING_STOPPED."
javax.print.attribute.standard,javax.print.attribute.standard.ReferenceUriSchemesSupported,"Class ReferenceUriSchemesSupported is a printing attribute class an enumeration, that indicates a ""URI scheme,"" such as ""http:"" or ""ftp:"", that a printer can use to retrieve print data stored at a URI location."
javax.print.attribute.standard,javax.print.attribute.standard.RequestingUserName,"Class RequestingUserName is a printing attribute class, a text attribute, that specifies the name of the end user that submitted the print job."
javax.print.attribute.standard,javax.print.attribute.standard.Severity,"Class Severity is a printing attribute class, an enumeration, that denotes the severity of a PrinterStateReason attribute."
javax.print.attribute.standard,javax.print.attribute.standard.SheetCollate,"Class SheetCollate is a printing attribute class, an enumeration, that specifies whether or not the media sheets of each copy of each printed document in a job are to be in sequence, when multiple copies of the document are specified by the Copies attribute."
javax.print.attribute.standard,javax.print.attribute.standard.Sides,"Class Sides is a printing attribute class, an enumeration, that specifies how print-stream pages are to be imposed upon the sides of an instance of a selected medium, i.e., an impression."
javax.print.event,javax.print.event.PrintEvent,Class PrintEvent is the super class of all Print Service API events.
javax.print.event,javax.print.event.PrintJobAdapter,An abstract adapter class for receiving print job events.
javax.print.event,javax.print.event.PrintJobAttributeEvent,Class PrintJobAttributeEvent encapsulates an event a PrintService reports to let the client know that one or more printing attributes for a PrintJob have changed.
javax.print.event,javax.print.event.PrintJobEvent,Class PrintJobEvent encapsulates common events a print job reports to let a listener know of progress in the processing of the DocPrintJob.
javax.print.event,javax.print.event.PrintServiceAttributeEvent,Class PrintServiceAttributeEvent encapsulates an event a Print Service instance reports to let the client know of changes in the print service state.
javax.rmi,javax.rmi.PortableRemoteObject,Server implementation objects may either inherit from javax.rmi.PortableRemoteObject or they may implement a remote interface and then use the exportObject method to register themselves as a server object.
javax.rmi.CORBA,javax.rmi.CORBA.ClassDesc,This class is used to marshal java.lang.Class objects over IIOP.
javax.rmi.CORBA,javax.rmi.CORBA.Stub,Base class from which all RMI-IIOP stubs must inherit.
javax.rmi.CORBA,javax.rmi.CORBA.Util,Provides utility methods that can be used by stubs and ties to perform common operations.
javax.rmi.ssl,javax.rmi.ssl.SslRMIClientSocketFactory,An SslRMIClientSocketFactory instance is used by the RMI runtime in order to obtain client sockets for RMI calls via SSL.
javax.rmi.ssl,javax.rmi.ssl.SslRMIServerSocketFactory,An SslRMIServerSocketFactory instance is used by the RMI runtime in order to obtain server sockets for RMI calls via SSL.
javax.script,javax.script.AbstractScriptEngine,Provides a standard implementation for several of the variants of the eval method.
javax.script,javax.script.CompiledScript,Extended by classes that store results of compilations.
javax.script,javax.script.ScriptEngineManager,The ScriptEngineManager implements a discovery and instantiation mechanism for ScriptEngine classes and also maintains a collection of key/value pairs storing state shared by all engines created by the Manager.
javax.script,javax.script.SimpleBindings,A simple implementation of Bindings backed by a HashMap or some other specified Map.
javax.script,javax.script.SimpleScriptContext,Simple implementation of ScriptContext.
javax.security.auth,javax.security.auth.AuthPermission,This class is for authentication permissions.
javax.security.auth,javax.security.auth.Policy,as of JDK version 1.4 -- Replaced by java.security.Policy.
javax.security.auth,javax.security.auth.PrivateCredentialPermission,This class is used to protect access to private Credentials belonging to a particular Subject.
javax.security.auth,javax.security.auth.Subject,"A Subject represents a grouping of related information for a single entity, such as a person."
javax.security.auth,javax.security.auth.SubjectDomainCombiner,A SubjectDomainCombiner updates ProtectionDomains with Principals from the Subject associated with this SubjectDomainCombiner.
javax.security.auth.callback,javax.security.auth.callback.ChoiceCallback,Underlying security services instantiate and pass a ChoiceCallback to the handle method of a CallbackHandler to display a list of choices and to retrieve the selected choice(s).
javax.security.auth.callback,javax.security.auth.callback.ConfirmationCallback,"Underlying security services instantiate and pass a ConfirmationCallback to the handle method of a CallbackHandler to ask for YES/NO, OK/CANCEL, YES/NO/CANCEL or other similar confirmations."
javax.security.auth.callback,javax.security.auth.callback.LanguageCallback,Underlying security services instantiate and pass a LanguageCallback to the handle method of a CallbackHandler to retrieve the Locale used for localizing text.
javax.security.auth.callback,javax.security.auth.callback.NameCallback,Underlying security services instantiate and pass a NameCallback to the handle method of a CallbackHandler to retrieve name information.
javax.security.auth.callback,javax.security.auth.callback.PasswordCallback,Underlying security services instantiate and pass a PasswordCallback to the handle method of a CallbackHandler to retrieve password information.
javax.security.auth.callback,javax.security.auth.callback.TextInputCallback,Underlying security services instantiate and pass a TextInputCallback to the handle method of a CallbackHandler to retrieve generic text information.
javax.security.auth.callback,javax.security.auth.callback.TextOutputCallback,"Underlying security services instantiate and pass a TextOutputCallback to the handle method of a CallbackHandler to display information messages, warning messages and error messages."
javax.security.auth.kerberos,javax.security.auth.kerberos.DelegationPermission,"This class is used to restrict the usage of the Kerberos delegation model, ie: forwardable and proxiable tickets."
javax.security.auth.kerberos,javax.security.auth.kerberos.KerberosKey,This class encapsulates a long term secret key for a Kerberos principal.
javax.security.auth.kerberos,javax.security.auth.kerberos.KerberosPrincipal,This class encapsulates a Kerberos principal.
javax.security.auth.kerberos,javax.security.auth.kerberos.KerberosTicket,This class encapsulates a Kerberos ticket and associated information as viewed from the client's point of view.
javax.security.auth.kerberos,javax.security.auth.kerberos.KeyTab,This class encapsulates a keytab file.
